Direction,tCount,Time,HeadRotation,HeadPitch,HeadYaw,TrunkRotation,TrunkPitch,TrunkYaw,StartRotation
135,1,53.19128,(317.40* 323.80* 0.00),-22.40009,-36.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,1,53.21966,(316.80* 322.40* 0.00),-23.00006,-37.59998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,1,53.24749,(316.20* 320.60* 0.00),-23.60007,-39.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,1,53.27481,(316.00* 319.20* 0.00),-23.80008,-40.79996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,1,53.30246,(315.60* 318.20* 0.00),-24.20007,-41.79999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,54.79698,(339.20* 2.20* 0.00),-0.6000671,2.200026,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,54.83136,(339.20* 2.20* 0.00),-0.6000671,2.200026,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,54.85875,(339.20* 2.20* 0.00),-0.6000671,2.200026,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,54.88639,(339.20* 2.20* 0.00),-0.6000671,2.200026,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,54.91364,(339.20* 2.20* 0.00),-0.6000671,2.200026,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,54.94216,(339.20* 2.20* 0.00),-0.6000671,2.200026,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,54.96897,(339.20* 2.20* 0.00),-0.6000671,2.200026,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,54.99739,(339.20* 2.20* 0.00),-0.6000671,2.200026,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.02509,(339.20* 2.20* 0.00),-0.6000671,2.200026,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.05426,(339.20* 2.20* 0.00),-0.6000671,2.200026,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.08326,(339.20* 2.20* 0.00),-0.6000671,2.200026,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.10913,(339.20* 2.20* 0.00),-0.6000671,2.200026,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.13615,(338.80* 2.00* 0.00),-1.000092,2.000026,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.16448,(337.20* 358.80* 0.00),-2.600067,-1.199982,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.19131,(335.40* 355.80* 0.00),-4.400085,-4.199982,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.21945,(333.80* 352.40* 0.00),-6.000092,-7.599976,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.24812,(332.40* 349.60* 0.00),-7.400085,-10.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.2753,(331.60* 347.80* 0.00),-8.200073,-12.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.30288,(331.00* 346.60* 0.00),-8.800079,-13.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.33078,(330.60* 344.80* 0.00),-9.200073,-15.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.35867,(330.20* 343.20* 0.00),-9.600098,-16.79999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.38656,(329.60* 341.40* 0.00),-10.20007,-18.59998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.41389,(328.80* 339.00* 0.00),-11.00009,-20.99997,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.44156,(327.20* 336.20* 0.00),-12.6001,-23.79999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.4697,(325.60* 333.80* 0.00),-14.20007,-26.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.49778,(324.40* 332.20* 0.00),-15.40009,-27.79999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.52628,(323.00* 331.00* 0.00),-16.80008,-28.99997,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.55225,(322.00* 329.60* 0.00),-17.80008,-30.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.58098,(321.20* 328.80* 0.00),-18.6001,-31.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.60833,(320.40* 328.00* 0.00),-19.40009,-31.99997,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.63623,(319.40* 326.60* 0.00),-20.40009,-33.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.66393,(318.60* 325.60* 0.00),-21.20007,-34.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.69153,(318.20* 324.60* 0.00),-21.6001,-35.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.71968,(318.00* 324.00* 0.00),-21.80008,-35.99997,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.74741,(317.80* 323.20* 0.00),-22.00009,-36.79999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.77492,(317.60* 322.00* 0.00),-22.2001,-37.99997,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.80309,(317.20* 320.60* 0.00),-22.6001,-39.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.83033,(316.80* 319.60* 0.00),-23.00009,-40.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.8585,(316.40* 318.60* 0.00),-23.40009,-41.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,2,55.88611,(316.00* 317.60* 0.00),-23.80011,-42.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,57.42762,(339.60* 358.80* 0.00),-0.2001038,-1.199982,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,57.45589,(339.60* 358.80* 0.00),-0.2001038,-1.199982,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,57.48378,(339.60* 358.80* 0.00),-0.2001038,-1.199982,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,57.51085,(339.60* 358.80* 0.00),-0.2001038,-1.199982,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,57.53896,(339.60* 358.80* 0.00),-0.2001038,-1.199982,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,57.56668,(339.60* 358.80* 0.00),-0.2001038,-1.199982,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,57.59468,(339.60* 358.80* 0.00),-0.2001038,-1.199982,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,57.62191,(339.60* 358.80* 0.00),-0.2001038,-1.199982,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,57.6497,(339.60* 358.80* 0.00),-0.2001038,-1.199982,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,57.6791,(339.60* 358.80* 0.00),-0.2001038,-1.199982,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,57.70583,(339.60* 358.80* 0.00),-0.2001038,-1.199982,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,57.73325,(339.60* 358.80* 0.00),-0.2001038,-1.199982,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,57.76146,(339.60* 358.80* 0.00),-0.2001038,-1.199982,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,57.78878,(339.40* 358.80* 0.00),-0.400116,-1.199982,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,57.81668,(338.80* 358.00* 0.00),-1.000092,-1.999969,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,57.84431,(337.00* 353.60* 0.00),-2.80011,-6.399963,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,57.87202,(335.80* 349.40* 0.00),-4.000092,-10.59998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,57.89997,(334.60* 346.80* 0.00),-5.200104,-13.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,57.92822,(333.20* 344.20* 0.00),-6.600098,-15.79999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,57.95568,(331.40* 341.00* 0.00),-8.400116,-18.99997,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,57.98333,(330.00* 337.40* 0.00),-9.80011,-22.59998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,58.01147,(329.00* 334.80* 0.00),-10.80011,-25.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,58.04132,(328.40* 333.40* 0.00),-11.40012,-26.59998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,58.06792,(327.80* 332.20* 0.00),-12.00009,-27.79999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,58.09721,(326.20* 329.80* 0.00),-13.6001,-30.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,58.12856,(324.40* 327.20* 0.00),-15.40009,-32.79999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,58.15367,(323.00* 325.40* 0.00),-16.80011,-34.59998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,58.17856,(321.80* 324.20* 0.00),-18.00009,-35.79999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,58.20792,(320.00* 322.60* 0.00),-19.80011,-37.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,58.23451,(318.80* 321.40* 0.00),-21.00009,-38.59998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,58.2657,(318.00* 320.40* 0.00),-21.80011,-39.59998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,58.30763,(316.40* 318.40* 0.00),-23.40009,-41.59998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
135,3,58.33488,(315.40* 317.00* 0.00),-24.40009,-42.99997,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,60.69216,(339.60* 359.60* 0.00),-0.2001038,-0.3999634,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,60.71982,(339.60* 359.60* 0.00),-0.2001038,-0.3999634,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,60.74737,(339.60* 359.60* 0.00),-0.2001038,-0.3999634,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,60.77495,(339.60* 359.60* 0.00),-0.2001038,-0.3999634,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,60.80339,(339.60* 359.60* 0.00),-0.2001038,-0.3999634,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,60.83049,(339.60* 359.60* 0.00),-0.2001038,-0.3999634,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,60.85931,(339.60* 359.60* 0.00),-0.2001038,-0.3999634,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,60.88634,(339.60* 359.60* 0.00),-0.2001038,-0.3999634,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,60.91502,(339.60* 359.60* 0.00),-0.2001038,-0.3999634,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,60.9427,(339.20* 357.00* 0.00),-0.6000977,-2.999969,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,60.96997,(339.00* 353.40* 0.00),-0.8001099,-6.599976,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,60.99768,(338.80* 349.60* 0.00),-1.000092,-10.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,61.02516,(338.80* 346.80* 0.00),-1.000092,-13.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,61.05273,(339.00* 344.60* 0.00),-0.8001099,-15.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,61.08133,(339.40* 342.60* 0.00),-0.4000854,-17.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,61.10881,(339.60* 339.80* 0.00),-0.2001038,-20.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,61.13652,(340.00* 336.80* 0.00),0.1999034,-23.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,61.1637,(340.20* 334.60* 0.00),0.3999028,-25.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,61.19121,(340.60* 332.80* 0.00),0.7999039,-27.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,61.22009,(340.80* 331.40* 0.00),0.9999084,-28.59998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,61.24656,(341.60* 329.40* 0.00),1.799904,-30.59998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,61.2755,(342.20* 327.00* 0.00),2.399906,-32.99997,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,61.30273,(342.80* 325.00* 0.00),2.999904,-34.99997,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,61.33128,(343.20* 323.60* 0.00),3.399907,-36.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,61.35842,(343.40* 322.60* 0.00),3.599909,-37.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,61.38604,(343.60* 321.20* 0.00),3.799909,-38.79996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,61.41367,(344.20* 319.20* 0.00),4.399907,-40.79996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,61.44267,(344.60* 317.20* 0.00),4.799907,-42.79996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,61.46886,(344.80* 316.00* 0.00),4.999907,-43.99997,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,61.49846,(345.40* 314.20* 0.00),5.599909,-45.79996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,61.52526,(345.80* 311.20* 0.00),5.999909,-48.79996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,61.55241,(346.40* 308.60* 0.00),6.599906,-51.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,61.58031,(346.60* 307.80* 0.00),6.799906,-52.19995,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,61.60812,(346.60* 307.60* 0.00),6.799906,-52.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,61.6365,(346.60* 307.00* 0.00),6.799905,-52.99997,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,61.664,(346.80* 306.60* 0.00),6.999906,-53.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,61.69127,(346.80* 306.20* 0.00),6.999906,-53.79996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,1,61.71967,(347.20* 305.60* 0.00),7.399906,-54.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.42745,(339.80* 359.80* 0.00),-9.790275E-05,-0.1999817,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.45545,(339.80* 359.80* 0.00),-9.790275E-05,-0.1999817,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.48323,(339.80* 359.80* 0.00),-9.790275E-05,-0.1999817,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.5112,(339.80* 359.80* 0.00),-9.790275E-05,-0.1999817,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.53887,(339.80* 359.80* 0.00),-9.790275E-05,-0.1999817,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.56646,(339.80* 359.80* 0.00),-9.790275E-05,-0.1999817,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.59436,(339.80* 359.80* 0.00),-9.790275E-05,-0.1999817,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.62207,(339.80* 359.80* 0.00),-9.790275E-05,-0.1999817,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.6502,(339.80* 359.80* 0.00),-9.790275E-05,-0.1999817,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.679,(339.80* 359.80* 0.00),-9.790275E-05,-0.1999817,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.70564,(339.80* 359.00* 0.00),-9.802019E-05,-0.9999695,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.73315,(339.80* 355.00* 0.00),-9.721002E-05,-4.999969,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.76113,(339.80* 351.00* 0.00),-9.770058E-05,-8.999969,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.78903,(340.20* 348.40* 0.00),0.3999029,-11.59998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.81627,(340.40* 346.80* 0.00),0.5999044,-13.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.84482,(340.80* 345.20* 0.00),0.9999074,-14.79999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.8723,(341.40* 343.40* 0.00),1.599908,-16.59998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.90031,(342.20* 340.80* 0.00),2.399906,-19.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.92227,(342.60* 339.00* 0.00),2.799903,-20.99997,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.94285,(343.00* 337.00* 0.00),3.199905,-22.99997,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.96935,(343.60* 335.60* 0.00),3.799906,-24.39999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.99845,(344.40* 333.80* 0.00),4.599906,-26.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.02631,(345.20* 331.80* 0.00),5.399904,-28.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.05254,(345.80* 328.40* 0.00),5.999903,-31.59998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.08093,(346.40* 325.00* 0.00),6.599904,-35,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.10881,(346.80* 323.00* 0.00),6.999903,-36.99997,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.13676,(347.00* 321.60* 0.00),7.199902,-38.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.16432,(347.40* 320.20* 0.00),7.599902,-39.79999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.19148,(347.60* 318.60* 0.00),7.799901,-41.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.22025,(348.00* 317.00* 0.00),8.1999,-42.99997,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.24678,(348.20* 315.00* 0.00),8.399899,-44.99997,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.27566,(348.60* 313.00* 0.00),8.799901,-46.99997,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.30281,(348.60* 311.80* 0.00),8.799902,-48.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.33047,(348.80* 311.00* 0.00),8.999902,-48.99997,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.35883,(349.00* 310.60* 0.00),9.199902,-49.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.38599,(349.40* 309.40* 0.00),9.599899,-50.59998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.41366,(349.60* 307.40* 0.00),9.799899,-52.59998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.44141,(349.80* 305.80* 0.00),9.999899,-54.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,65.85896,(340.80* 1.40* 0.00),0.9998949,1.400013,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,65.88627,(340.80* 1.40* 0.00),0.9998949,1.400013,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,65.91505,(340.80* 1.40* 0.00),0.9998949,1.400013,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,65.94205,(340.80* 1.40* 0.00),0.9998949,1.400013,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,65.96976,(340.80* 1.40* 0.00),0.9998949,1.400013,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,65.99718,(340.80* 1.40* 0.00),0.9998949,1.400013,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.02527,(340.80* 1.40* 0.00),0.9998949,1.400013,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.05424,(340.80* 0.60* 0.00),0.9998936,0.6000128,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.0807,(340.80* 357.80* 0.00),0.9998944,-2.199982,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.10771,(341.00* 354.00* 0.00),1.199895,-6,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.1363,(341.60* 350.80* 0.00),1.799896,-9.199982,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.16419,(342.00* 347.80* 0.00),2.199897,-12.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.19179,(342.60* 344.60* 0.00),2.799896,-15.39999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.21958,(343.20* 342.20* 0.00),3.399898,-17.79999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.24738,(343.80* 340.20* 0.00),3.999897,-19.79999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.27517,(344.40* 338.20* 0.00),4.599901,-21.79999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.30268,(344.80* 335.20* 0.00),4.999896,-24.79999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.33075,(345.40* 331.80* 0.00),5.599897,-28.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.35822,(346.00* 328.80* 0.00),6.199895,-31.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.38599,(346.40* 325.80* 0.00),6.599896,-34.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.41369,(346.60* 323.00* 0.00),6.799896,-37,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.44139,(347.00* 320.80* 0.00),7.199898,-39.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.47066,(347.40* 319.40* 0.00),7.599897,-40.59998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.49687,(347.80* 317.60* 0.00),7.999895,-42.39999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.52472,(347.80* 315.60* 0.00),7.999896,-44.39999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.5524,(348.00* 314.00* 0.00),8.199895,-46,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.58057,(348.20* 313.60* 0.00),8.399895,-46.39999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.60777,(348.40* 312.40* 0.00),8.599895,-47.60001,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.63658,(348.80* 309.20* 0.00),8.999896,-50.79999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.66377,(349.40* 306.40* 0.00),9.599895,-53.59998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
