Direction,Count,Time,TrunkPolar,TrunkAzimuth,TrunkPolar,TrunkAzimuth
135,1,7.176224,-6.271189,73.93587,0,0,
135,1,7.211268,-5.525229,73.73663,0,0,
135,1,7.233459,-5.266871,73.812,0,0,
135,1,7.257542,-5.1987,73.91698,0,0,
135,1,7.297884,-5.506028,74.03477,0,0,
135,1,7.325259,-5.923715,73.99103,0,0,
135,1,7.353837,-6.170628,74.0176,0,0,
135,1,7.383055,-6.282165,73.99722,0,0,
135,1,7.410862,-6.11694,73.9341,0,0,
135,1,7.439553,-5.896409,73.87536,0,0,
135,1,7.467676,-5.709317,73.88007,0,0,
135,1,7.495002,-5.671704,73.90276,0,0,
135,1,7.523478,-5.564797,73.84228,0,0,
135,1,7.551102,-5.505146,73.85331,0,0,
135,1,7.578784,-5.403195,73.90552,0,0,
135,1,7.606897,-5.462611,73.90421,0,0,
135,1,7.634473,-5.467883,73.87627,0,0,
135,1,7.662761,-5.395363,73.81699,0,0,
135,1,7.689948,-5.587241,73.93938,0,0,
135,1,7.718307,-5.715841,74.071,0,0,
135,1,7.747451,-5.561965,73.94688,0,0,
135,1,7.775499,-5.403239,73.92141,0,0,
135,1,7.800761,-5.987397,74.04322,0,0,
135,1,7.828207,-6.287981,74.22808,0,0,
135,1,7.856785,-5.885639,74.54385,0,0,
135,1,7.884693,-5.626647,74.8233,0,0,
135,1,7.911969,-5.479983,74.95892,0,0,
135,1,7.940234,-5.395146,75.20947,0,0,
135,1,7.967987,-4.756818,75.27681,0,0,
135,1,7.995821,-5.438674,75.82941,0,0,
135,1,8.023972,-4.198969,75.9145,0,0,
135,1,8.051359,-3.956745,75.61953,0,0,
135,1,8.07652,-3.778813,75.78379,0,0,
135,1,8.112556,1.066776,75.94118,0,0,
135,1,8.136667,3.867481,76.09354,0,0,
135,1,8.167794,9.321933,76.11308,0,0,
135,1,8.196138,9.227237,75.93365,0,0,
135,1,8.225454,12.16472,76.51727,0,0,
135,1,8.255438,14.3668,75.28816,0,0,
135,1,8.286048,15.12775,75.34219,0,0,
135,1,8.314441,16.30701,75.76121,0,0,
135,1,8.340759,14.10717,74.61408,0,0,
135,1,8.368217,13.50862,73.22131,0,0,
135,1,8.401195,11.35601,72.61629,0,0,
135,1,8.42847,10.49812,71.21017,0,0,
135,1,8.452933,9.955992,70.54924,0,0,
135,1,8.479413,9.237646,70.79739,0,0,
135,1,8.506693,7.855274,68.30091,0,0,
135,1,8.53545,7.078338,66.53262,0,0,
135,1,8.563247,7.836827,65.47153,0,0,
135,1,8.590977,7.57705,63.43828,0,0,
135,1,8.619602,7.119958,62.99939,0,0,
135,1,8.647619,7.972548,62.71875,0,0,
135,1,8.676068,9.454312,62.54962,0,0,
135,1,8.70335,10.2983,62.70288,0,0,
135,1,8.730739,12.54063,62.26959,0,0,
135,1,8.758615,14.99125,61.15513,0,0,
135,1,8.786566,17.50357,61.46558,0,0,
135,1,8.814554,21.77936,61.10864,0,0,
135,1,8.842937,23.75525,59.81412,0,0,
135,1,8.869049,25.83965,59.35825,0,0,
135,1,8.897412,27.7608,58.32032,0,0,
135,1,8.925718,28.35258,57.46976,0,0,
135,1,8.953442,29.09739,56.86015,0,0,
135,1,8.981438,28.86604,56.65641,0,0,
135,1,9.009522,29.34033,55.79482,0,0,
135,1,9.037227,29.26261,54.92534,0,0,
135,1,9.064427,29.76673,54.84584,0,0,
135,1,9.092538,31.47975,54.22802,0,0,
135,1,9.120049,31.25204,53.04251,0,0,
135,1,9.147825,30.99298,52.4982,0,0,
135,1,9.176104,31.66111,51.88594,0,0,
135,1,9.203881,31.17437,51.2239,0,0,
135,1,9.231137,31.16628,51.17388,0,0,
135,1,9.259594,30.98948,50.99134,0,0,
135,1,9.287426,30.42925,50.89974,0,0,
135,1,9.315178,30.24832,51.08469,0,0,
135,1,9.342507,29.82631,50.66385,0,0,
135,1,9.370312,29.06364,50.29789,0,0,
135,1,9.398552,29.10256,49.64416,0,0,
135,1,9.426662,28.98386,48.58156,0,0,
135,1,9.454253,29.14105,48.14721,0,0,
135,1,9.481637,29.27113,47.66764,0,0,
135,1,9.509127,29.46139,46.73543,0,0,
135,1,9.537669,29.47515,46.15216,0,0,
135,1,9.566159,29.51168,45.48851,0,0,
135,1,9.592797,29.89481,44.69638,0,0,
135,1,9.62045,29.97366,44.17364,0,0,
135,1,9.648127,30.06209,43.64061,0,0,
135,1,9.676965,30.50468,42.88607,0,0,
135,1,9.704182,30.62565,42.31356,0,0,
135,1,9.73167,30.88519,41.66208,0,0,
135,1,9.759624,31.02367,41.13651,0,0,
135,1,9.787176,31.24124,40.60401,0,0,
135,1,9.817101,31.82574,40.04436,0,0,
135,1,9.845138,31.95352,39.278,0,0,
135,1,9.870693,31.96756,38.58799,0,0,
135,2,14.07928,-0.4813893,70.86317,0,0,
135,2,14.10721,-0.4303315,70.56986,0,0,
135,2,14.13426,-0.5028951,70.68817,0,0,
135,2,14.16296,-0.4236813,70.74744,0,0,
135,2,14.20559,-0.3927431,70.6132,0,0,
135,2,14.23155,-0.4276986,70.9834,0,0,
135,2,14.25921,-0.6462476,70.70822,0,0,
135,2,14.28762,-0.1251469,70.80421,0,0,
135,2,14.31561,0.1824472,70.99517,0,0,
135,2,14.34281,-0.1604805,70.59353,0,0,
135,2,14.37136,0.1515706,71.25102,0,0,
135,2,14.39872,0.3802011,71.94044,0,0,
135,2,14.42744,0.4560108,71.99183,0,0,
135,2,14.45674,0.5834789,72.22971,0,0,
135,2,14.48275,0.3497603,72.19736,0,0,
135,2,14.50881,0.9249215,72.46513,0,0,
135,2,14.53692,0.901798,73.0272,0,0,
135,2,14.56472,1.903079,72.82401,0,0,
135,2,14.59304,4.200122,73.22165,0,0,
135,2,14.62102,5.587362,72.68594,0,0,
135,2,14.6483,8.434297,72.65715,0,0,
135,2,14.6778,10.20862,72.66782,0,0,
135,2,14.70435,13.16713,72.31664,0,0,
135,2,14.73187,16.0561,72.28839,0,0,
135,2,14.76001,18.07442,71.65602,0,0,
135,2,14.78744,21.5191,71.10444,0,0,
135,2,14.81527,23.81905,70.64124,0,0,
135,2,14.84589,26.44074,69.52838,0,0,
135,2,14.87147,28.63013,68.75634,0,0,
135,2,14.89825,30.73383,67.4408,0,0,
135,2,14.92728,32.24388,66.80553,0,0,
135,2,14.95343,33.46659,66.00095,0,0,
135,2,14.98371,34.26528,64.84143,0,0,
135,2,15.00876,34.51923,63.94262,0,0,
135,2,15.03625,35.29488,62.62728,0,0,
135,2,15.06498,34.96342,61.73829,0,0,
135,2,15.0923,35.38712,61.06527,0,0,
135,2,15.12106,35.56163,59.74024,0,0,
135,2,15.1488,35.38289,58.9412,0,0,
135,2,15.17661,35.27595,58.32899,0,0,
135,2,15.20423,34.82322,57.21172,0,0,
135,2,15.23179,34.30884,56.4681,0,0,
135,2,15.25995,33.73732,55.84999,0,0,
135,2,15.28765,33.83492,54.40653,0,0,
135,2,15.31541,33.98315,53.18674,0,0,
135,2,15.34361,33.2402,52.08947,0,0,
135,2,15.37137,32.92705,51.16419,0,0,
135,2,15.39887,33.44992,50.27705,0,0,
135,2,15.4267,33.46107,49.35185,0,0,
135,2,15.45459,33.03281,47.96748,0,0,
135,2,15.48257,32.66159,46.19607,0,0,
135,2,15.50996,31.89673,44.79768,0,0,
135,2,15.53838,31.4845,43.78328,0,0,
135,2,15.56554,31.10356,42.52924,0,0,
135,2,15.59334,29.94164,41.08389,0,0,
135,2,15.62205,28.51963,40.55925,0,0,
135,2,15.6483,27.79909,40.51887,0,0,
135,2,15.67684,27.63713,40.85253,0,0,
135,2,15.70461,27.7752,41.09421,0,0,
135,2,15.73208,28.20724,40.83573,0,0,
135,2,15.76037,28.14015,40.5154,0,0,
135,2,15.78791,28.82672,39.98201,0,0,
135,2,15.81618,29.88197,39.11352,0,0,
135,2,15.84431,30.27883,38.70312,0,0,
135,2,15.87097,31.28847,38.39328,0,0,
135,3,20.0734,0.9575744,69.51035,0,0,
135,3,20.10307,0.8616381,69.48264,0,0,
135,3,20.13198,0.7471197,69.49208,0,0,
135,3,20.1755,0.8716969,69.88744,0,0,
135,3,20.2029,0.3835647,69.72463,0,0,
135,3,20.23087,-0.6752579,69.87762,0,0,
135,3,20.25917,-1.301089,70.23351,0,0,
135,3,20.28757,-1.587566,70.30435,0,0,
135,3,20.31508,-2.096591,70.16694,0,0,
135,3,20.34469,-1.722864,70.03269,0,0,
135,3,20.37044,-2.076143,70.29658,0,0,
135,3,20.39861,-1.87825,70.38098,0,0,
135,3,20.42662,-1.665881,70.34962,0,0,
135,3,20.45468,-2.062728,70.17335,0,0,
135,3,20.48166,-2.079195,69.577,0,0,
135,3,20.50948,-2.533175,68.75065,0,0,
135,3,20.53774,-2.271219,68.17785,0,0,
135,3,20.56537,-2.809195,68.15946,0,0,
135,3,20.59334,-2.3372,68.06307,0,0,
135,3,20.62193,-2.029395,67.74364,0,0,
135,3,20.64816,-1.439483,67.60891,0,0,
135,3,20.67603,0.5648181,67.86046,0,0,
135,3,20.70437,2.112584,67.55664,0,0,
135,3,20.73157,4.247738,67.40125,0,0,
135,3,20.75975,5.116874,67.58035,0,0,
135,3,20.78787,7.113771,67.35464,0,0,
135,3,20.81594,9.469895,66.93933,0,0,
135,3,20.84309,11.63168,66.48252,0,0,
135,3,20.87077,14.07858,66.08286,0,0,
135,3,20.89933,15.42355,65.68787,0,0,
135,3,20.92672,17.0684,65.23425,0,0,
135,3,20.95658,18.10327,64.70676,0,0,
135,3,20.98205,18.89234,64.0805,0,0,
135,3,21.00896,20.31472,63.81026,0,0,
135,3,21.03781,21.03326,63.73293,0,0,
135,3,21.06663,22.07131,63.04953,0,0,
135,3,21.09262,23.21265,62.33514,0,0,
135,3,21.12097,23.70201,62.12831,0,0,
135,3,21.14911,24.21299,61.58246,0,0,
135,3,21.17613,24.47919,60.489,0,0,
135,3,21.20557,24.04958,59.82287,0,0,
135,3,21.23145,24.45341,59.09271,0,0,
135,3,21.25972,25.23363,58.05181,0,0,
135,3,21.28759,25.41039,56.94637,0,0,
135,3,21.3154,25.56284,56.31365,0,0,
135,3,21.34332,25.57295,55.74852,0,0,
135,3,21.3705,26.02666,55.24775,0,0,
135,3,21.40136,25.91637,55.20519,0,0,
135,3,21.42666,26.37608,55.06507,0,0,
135,3,21.45405,26.97755,54.85078,0,0,
135,3,21.4781,26.92706,54.81973,0,0,
135,3,21.51111,28.40746,54.08347,0,0,
135,3,21.53909,28.87997,53.3754,0,0,
135,3,21.5654,28.70774,52.5735,0,0,
135,3,21.59257,29.49994,51.7283,0,0,
135,3,21.62105,29.96092,51.10924,0,0,
135,3,21.64817,29.63618,50.36702,0,0,
135,3,21.67689,29.66862,49.51583,0,0,
135,3,21.70387,29.88003,48.96635,0,0,
135,3,21.73182,30.07178,48.74126,0,0,
135,3,21.76025,30.56324,48.0675,0,0,
135,3,21.78737,30.50282,47.4984,0,0,
135,3,21.81516,30.14811,47.21438,0,0,
135,3,21.84347,30.58565,46.74107,0,0,
135,3,21.87,31.0181,46.44602,0,0,
135,3,21.89862,30.978,46.06783,0,0,
135,3,21.92619,31.24383,45.47158,0,0,
135,3,21.9549,31.356,44.84056,0,0,
135,3,21.99659,31.56941,43.73348,0,0,
135,3,22.02507,32.41904,43.08493,0,0,
135,3,22.05185,32.61987,42.19768,0,0,
135,3,22.07928,32.61889,41.2898,0,0,
135,3,22.10701,33.03867,40.5631,0,0,
135,3,22.13504,32.90075,39.7118,0,0,
135,3,22.1624,32.93628,39.12965,0,0,
315,1,45.28432,-0.4271226,71.66327,0,0,
315,1,45.31197,-0.428956,71.61551,0,0,
315,1,45.34436,-0.4526551,71.58948,0,0,
315,1,45.36786,-0.4816208,71.61203,0,0,
315,1,45.39701,-0.5843976,71.66766,0,0,
315,1,45.42278,-0.5539017,71.66319,0,0,
315,1,45.45085,-0.5488286,71.62292,0,0,
315,1,45.47811,-0.6401579,71.61604,0,0,
315,1,45.50577,-0.6626267,71.57513,0,0,
315,1,45.53353,-0.6440401,71.56406,0,0,
315,1,45.56197,-0.6429045,71.59264,0,0,
315,1,45.58926,-0.6299038,71.48319,0,0,
315,1,45.61759,-0.627208,71.48234,0,0,
315,1,45.64581,-0.7527387,71.50957,0,0,
315,1,45.67298,-0.9381578,71.55944,0,0,
315,1,45.70146,-1.043542,71.53131,0,0,
315,1,45.72914,-1.127355,71.55914,0,0,
315,1,45.75789,-0.9398348,71.52875,0,0,
315,1,45.78534,-0.9682257,71.54087,0,0,
315,1,45.81222,-1.013627,71.83829,0,0,
315,1,45.84034,-0.9851539,72.33302,0,0,
315,1,45.86729,-1.082934,72.31477,0,0,
315,1,45.89613,-1.130511,72.3301,0,0,
315,1,45.9232,-1.132208,72.09933,0,0,
315,1,45.95056,-1.334635,71.8313,0,0,
315,1,45.98087,-1.724632,71.81754,0,0,
315,1,46.00621,-2.426042,72.05494,0,0,
315,1,46.03456,-2.637221,72.10621,0,0,
315,1,46.06213,-2.756542,72.16189,0,0,
315,1,46.09003,-2.910583,72.26746,0,0,
315,1,46.11822,-3.13261,72.4345,0,0,
315,1,46.14601,-3.598379,72.80686,0,0,
315,1,46.17314,-3.656424,73.0957,0,0,
315,1,46.20187,-3.674535,72.92427,0,0,
315,1,46.22886,-4.36624,72.97008,0,0,
315,1,46.25661,-4.457932,73.42553,0,0,
315,1,46.28503,-4.471888,73.70563,0,0,
315,1,46.3125,-4.309193,74.11269,0,0,
315,1,46.34008,-5.421045,74.47936,0,0,
315,1,46.36777,-6.339193,74.68414,0,0,
315,1,46.39721,-7.115234,75.15852,0,0,
315,1,46.42339,-9.17918,75.62484,0,0,
315,1,46.45106,-11.52407,76.05623,0,0,
315,1,46.47861,-13.20189,76.29209,0,0,
315,1,46.50684,-16.26686,76.14896,0,0,
315,1,46.53453,-18.57193,76.23702,0,0,
315,1,46.56447,-21.99574,76.07288,0,0,
315,1,46.58973,-26.52813,75.9176,0,0,
315,1,46.62006,-30.75929,75.96745,0,0,
315,1,46.64503,-33.38956,75.32056,0,0,
315,1,46.67415,-36.78856,74.80561,0,0,
315,1,46.70097,-40.03958,74.77656,0,0,
315,1,46.72887,-41.24001,74.55172,0,0,
315,1,46.75678,-44.27114,74.61315,0,0,
315,1,46.78486,-47.58379,74.3336,0,0,
315,1,46.81231,-50.11338,73.72916,0,0,
315,1,46.84129,-53.09253,73.22685,0,0,
315,1,46.86831,-55.89785,72.49498,0,0,
315,1,46.89569,-59.63162,71.90848,0,0,
315,1,46.92445,-63.03958,70.97977,0,0,
315,1,46.9512,-64.94227,69.70972,0,0,
315,1,46.98025,-68.13931,68.74403,0,0,
315,1,47.00697,-71.30367,67.66261,0,0,
315,1,47.03513,-74.56062,66.60403,0,0,
315,1,47.06305,-77.08791,65.75769,0,0,
315,1,47.09031,-78.99619,64.9957,0,0,
315,1,47.1184,-82.09648,64.6239,0,0,
315,1,47.14594,-84.66822,64.80379,0,0,
315,1,47.1744,-86.74105,64.80906,0,0,
315,1,47.20184,87.34271,65.2065,0,0,
315,1,47.2292,85.09944,65.94045,0,0,
315,1,47.25722,82.65726,65.83521,0,0,
315,1,47.28544,78.72583,65.35733,0,0,
315,1,47.31287,75.89993,64.70033,0,0,
315,1,47.34085,74.38857,63.66792,0,0,
315,1,47.36872,72.96865,62.61544,0,0,
315,1,47.3973,71.49337,61.37055,0,0,
315,1,47.42401,70.77866,60.3832,0,0,
315,1,47.4516,69.83308,59.3298,0,0,
315,1,47.47935,69.3587,58.72081,0,0,
315,1,47.50709,68.6814,58.47914,0,0,
315,2,55.31172,-5.24418,71.91883,0,0,
315,2,55.34485,-4.991579,71.22083,0,0,
315,2,55.36739,-5.039927,71.08245,0,0,
315,2,55.39558,-4.556293,70.81622,0,0,
315,2,55.42382,-4.532797,70.64215,0,0,
315,2,55.45325,-4.530488,70.88043,0,0,
315,2,55.47864,-4.355866,70.76737,0,0,
315,2,55.50823,-4.155445,70.50041,0,0,
315,2,55.53342,-3.915827,70.86037,0,0,
315,2,55.56189,-3.772995,70.7305,0,0,
315,2,55.5892,-4.282565,70.91425,0,0,
315,2,55.61729,-4.335673,71.52501,0,0,
315,2,55.64523,-4.831446,71.55556,0,0,
315,2,55.67306,-5.792793,72.07819,0,0,
315,2,55.70097,-6.55195,72.70718,0,0,
315,2,55.72915,-7.285028,72.57795,0,0,
315,2,55.7569,-9.661824,72.97476,0,0,
315,2,55.78418,-11.31365,73.51974,0,0,
315,2,55.8116,-11.75184,73.15739,0,0,
315,2,55.84198,-14.36332,73.35364,0,0,
315,2,55.86765,-17.43211,73.71413,0,0,
315,2,55.89486,-17.89754,73.50448,0,0,
315,2,55.92327,-20.00318,73.60565,0,0,
315,2,55.94988,-22.5733,73.63744,0,0,
315,2,55.97842,-23.30958,73.32576,0,0,
315,2,56.0065,-27.24245,73.44193,0,0,
315,2,56.03405,-31.69138,74.54246,0,0,
315,2,56.06215,-32.38116,74.62465,0,0,
315,2,56.08972,-35.74349,74.98328,0,0,
315,2,56.11816,-39.3633,75.65184,0,0,
315,2,56.14558,-40.2677,75.79478,0,0,
315,2,56.17275,-44.62178,76.41102,0,0,
315,2,56.20147,-49.15213,77.30549,0,0,
315,2,56.22844,-50.51734,77.17258,0,0,
315,2,56.25676,-54.08481,77.31785,0,0,
315,2,56.28458,-58.08667,77.81436,0,0,
315,2,56.31248,-57.31977,77.2764,0,0,
315,2,56.34021,-61.62437,77.00426,0,0,
315,2,56.36748,-67.11579,77.26701,0,0,
315,2,56.39594,-66.73333,76.39954,0,0,
315,2,56.42358,-69.81967,75.9379,0,0,
315,2,56.45274,-73.8681,76.04105,0,0,
315,2,56.47926,-73.33282,75.43709,0,0,
315,2,56.50817,-78.72971,75.36728,0,0,
315,2,56.53374,-83.86325,75.27303,0,0,
315,2,56.56216,-83.91872,74.50793,0,0,
315,2,56.58974,89.80008,74.10653,0,0,
315,2,56.62032,86.88958,73.47945,0,0,
315,2,56.646,86.1412,72.90856,0,0,
315,2,56.67261,81.98652,72.41264,0,0,
315,2,56.70139,79.26492,71.26533,0,0,
315,2,56.73012,78.07415,70.6989,0,0,
315,2,56.75551,75.31818,69.79278,0,0,
315,2,56.78374,74.91096,68.85687,0,0,
315,2,56.81163,74.27596,68.40836,0,0,
315,2,56.84011,70.19508,67.06953,0,0,
315,2,56.86682,67.96259,66.16273,0,0,
315,2,56.89528,68.29306,65.91787,0,0,
315,2,56.92338,67.82819,64.79248,0,0,
315,2,56.95069,66.96488,63.87717,0,0,
315,2,56.97959,66.69474,63.6435,0,0,
315,2,57.00629,66.10745,62.45292,0,0,
315,2,57.03428,66.60628,62.03825,0,0,
315,2,57.06187,65.88387,61.50221,0,0,
315,3,64.88156,-0.9775436,70.88541,0,0,
315,3,64.91066,-1.136018,70.46535,0,0,
315,3,64.93771,-1.179043,70.45606,0,0,
315,3,64.96452,-1.197206,70.44745,0,0,
315,3,64.99689,-1.449864,70.26589,0,0,
315,3,65.01988,-1.461197,70.28426,0,0,
315,3,65.0468,-1.393979,70.33665,0,0,
315,3,65.07466,-1.403089,70.09939,0,0,
315,3,65.10189,-1.242608,70.04991,0,0,
315,3,65.1293,-1.014596,70.12434,0,0,
315,3,65.1573,-0.9684951,69.99743,0,0,
315,3,65.18546,-0.948643,69.98058,0,0,
315,3,65.21259,-0.8016279,70.04237,0,0,
315,3,65.24056,-0.7929797,70.00365,0,0,
315,3,65.26921,-1.071682,69.94038,0,0,
315,3,65.29616,-1.066111,69.97252,0,0,
315,3,65.32358,-1.288845,70.55591,0,0,
315,3,65.3511,-1.902262,70.819,0,0,
315,3,65.3793,-2.545858,70.76524,0,0,
315,3,65.40733,-3.549898,71.144,0,0,
315,3,65.43509,-4.697101,71.48743,0,0,
315,3,65.46327,-5.716242,71.71683,0,0,
315,3,65.49333,-7.955992,72.17373,0,0,
315,3,65.51885,-11.88758,72.86091,0,0,
315,3,65.54782,-17.37904,73.83217,0,0,
315,3,65.57359,-23.25784,74.52588,0,0,
315,3,65.60037,-28.10496,74.96986,0,0,
315,3,65.62852,-34.28553,75.38928,0,0,
315,3,65.6567,-41.37434,75.68112,0,0,
315,3,65.68519,-47.03005,75.92043,0,0,
315,3,65.71274,-52.09884,75.8818,0,0,
315,3,65.74144,-56.21757,75.75346,0,0,
315,3,65.76852,-60.19415,75.73045,0,0,
315,3,65.7982,-65.6626,75.55376,0,0,
315,3,65.82462,-71.02831,75.36448,0,0,
315,3,65.85121,-74.51033,74.84775,0,0,
315,3,65.88007,-78.46106,74.2481,0,0,
315,3,65.90664,-84.27185,73.63048,0,0,
315,3,65.93459,88.57102,72.61349,0,0,
315,3,65.96297,84.0714,71.36935,0,0,
315,3,65.99278,80.24376,69.97524,0,0,
315,3,66.0181,77.42107,68.27686,0,0,
315,3,66.04617,74.08353,66.51017,0,0,
315,3,66.07365,71.67255,64.66919,0,0,
315,3,66.10191,69.79816,62.69714,0,0,
315,3,66.12951,67.91576,60.91333,0,0,
45,1,87.86503,-5.394436,68.9589,0,0,
45,1,87.89098,-5.392684,68.89521,0,0,
45,1,87.9323,-5.519877,68.9464,0,0,
45,1,87.96007,-5.550103,68.94752,0,0,
45,1,87.98779,-5.461671,68.9433,0,0,
45,1,88.01637,-5.462067,68.87756,0,0,
45,1,88.04467,-5.472333,68.90865,0,0,
45,1,88.0719,-5.526636,69.02948,0,0,
45,1,88.09982,-5.51854,69.01909,0,0,
45,1,88.12794,-5.412121,68.86295,0,0,
45,1,88.15585,-5.366266,68.81364,0,0,
45,1,88.18358,-5.398468,68.80211,0,0,
45,1,88.21162,-5.427147,68.87708,0,0,
45,1,88.23975,-5.439193,68.97639,0,0,
45,1,88.27055,-5.411671,68.94291,0,0,
45,1,88.29482,-5.384304,68.90681,0,0,
45,1,88.32265,-5.424892,68.86754,0,0,
45,1,88.34966,-5.488531,68.93847,0,0,
45,1,88.37739,-5.505806,68.87945,0,0,
45,1,88.40488,-5.548002,68.75892,0,0,
45,1,88.43319,-5.498966,68.76172,0,0,
45,1,88.46082,-5.599891,68.7542,0,0,
45,1,88.49006,-5.60383,68.7681,0,0,
45,1,88.51589,-5.501292,68.71925,0,0,
45,1,88.54436,-5.455788,68.64169,0,0,
45,1,88.57186,-5.514781,68.62759,0,0,
45,1,88.59988,-5.606241,68.68436,0,0,
45,1,88.62733,-5.706618,68.73616,0,0,
45,1,88.65533,-5.804303,68.68999,0,0,
45,1,88.68346,-5.89127,68.57053,0,0,
45,1,88.70574,-5.912448,68.60647,0,0,
45,1,88.73931,-5.980404,68.55948,0,0,
45,1,88.76678,-6.050779,68.46459,0,0,
45,1,88.79411,-6.078596,68.4147,0,0,
45,1,88.82209,-6.166961,68.34054,0,0,
45,1,88.84991,-6.221634,68.32083,0,0,
45,1,88.8801,-6.291629,68.31299,0,0,
45,1,88.91959,-6.477239,68.2514,0,0,
45,1,88.94643,-6.622378,68.28188,0,0,
45,1,88.97482,-6.712119,68.10459,0,0,
45,1,89.0033,-6.819415,67.97661,0,0,
45,1,89.0302,-6.954272,67.88409,0,0,
45,1,89.05888,-7.168976,67.8763,0,0,
45,1,89.08714,-7.301083,67.81242,0,0,
45,1,89.11387,-7.550738,67.63416,0,0,
45,1,89.14154,-7.999754,67.61756,0,0,
45,1,89.16962,-8.265874,67.71899,0,0,
45,1,89.19972,-8.753011,67.8944,0,0,
45,1,89.23852,-8.963871,67.75017,0,0,
45,1,89.26554,-9.27844,67.35485,0,0,
45,1,89.29446,-9.799106,67.27916,0,0,
45,1,89.32368,-9.922398,67.17518,0,0,
45,1,89.34904,-10.20088,66.70144,0,0,
